
===========================================================================
HoloNet TEST INFERENCE
===========================================================================
Device:              cuda
Model:               best_model_fft_final.pth
Patch size:          256
Patches/image:      64

Training Z normalization:
  Z mean = 30.59822877
  Z std  = 21.75293980

Number of test images: 5653
Model loaded successfully.

Image | Z_GT | Z_pred | Abs Error | Time(s)
76223.tiff | 31.995 | 69.161 | 37.166 | 0.0330
68379.tiff | 34.998 | 37.304 | 2.306 | 0.0330
68708.tiff | 7.530 | 7.116 | 0.414 | 0.0330
70573.tiff | 11.496 | 12.685 | 1.188 | 0.0330
71114.tiff | 35.062 | 36.055 | 0.992 | 0.0330
69382.tiff | 8.346 | 7.994 | 0.352 | 0.0330
74421.tiff | 8.951 | 5.359 | 3.592 | 0.0330
75099.tiff | 45.860 | 45.086 | 0.774 | 0.0330
65410.tiff | 10.772 | 11.743 | 0.971 | 0.0330
74670.tiff | 11.681 | 16.482 | 4.801 | 0.0330
74005.tiff | 24.785 | 22.403 | 2.382 | 0.0330
65077.tiff | 3.542 | 6.320 | 2.778 | 0.0330
66865.tiff | 2.295 | 6.063 | 3.768 | 0.0330
71785.tiff | 12.673 | 16.400 | 3.727 | 0.0330
70460.tiff | 20.867 | 22.822 | 1.955 | 0.0330
68054.tiff | 49.205 | 54.741 | 5.536 | 0.0330
73013.tiff | 35.142 | 36.326 | 1.184 | 0.0330
72031.tiff | 31.912 | 35.701 | 3.789 | 0.0330
71712.tiff | 8.581 | 6.194 | 2.387 | 0.0330
75544.tiff | 14.878 | 18.599 | 3.721 | 0.0330
68871.tiff | 6.053 | 8.487 | 2.434 | 0.0330
74148.tiff | 32.338 | 29.457 | 2.881 | 0.0330
69464.tiff | 2.109 | 3.894 | 1.785 | 0.0330
75775.tiff | 2.913 | 3.453 | 0.541 | 0.0330
72133.tiff | 37.946 | 41.510 | 3.564 | 0.0330
66776.tiff | 12.511 | 11.598 | 0.912 | 0.0330
73987.tiff | 23.379 | 20.767 | 2.612 | 0.0330
71683.tiff | 6.372 | 4.574 | 1.799 | 0.0330
65094.tiff | 4.976 | 7.509 | 2.533 | 0.0330
67076.tiff | 15.749 | 13.766 | 1.983 | 0.0330
72232.tiff | 29.721 | 32.423 | 2.702 | 0.0330
67755.tiff | 26.401 | 31.425 | 5.024 | 0.0330
65684.tiff | 30.996 | 30.685 | 0.311 | 0.0330
71331.tiff | 20.824 | 21.914 | 1.090 | 0.0330
69149.tiff | 26.120 | 23.740 | 2.381 | 0.0330
65648.tiff | 28.293 | 27.807 | 0.486 | 0.0330
69829.tiff | 25.202 | 24.947 | 0.255 | 0.0330
65715.tiff | 33.400 | 34.079 | 0.679 | 0.0330
74731.tiff | 16.712 | 21.859 | 5.147 | 0.0330
66711.tiff | 17.939 | 16.875 | 1.064 | 0.0330
66077.tiff | 60.943 | 61.799 | 0.856 | 0.0330
65291.tiff | 2.124 | 3.953 | 1.830 | 0.0330
67686.tiff | 20.817 | 25.110 | 4.293 | 0.0330
68618.tiff | 15.014 | 14.298 | 0.715 | 0.0330
67016.tiff | 10.681 | 9.214 | 1.467 | 0.0330
71915.tiff | 22.950 | 26.732 | 3.783 | 0.0330
76169.tiff | 31.999 | 69.062 | 37.063 | 0.0330
67129.tiff | 20.154 | 17.494 | 2.660 | 0.0330
66886.tiff | 0.282 | 4.557 | 4.276 | 0.0330
67496.tiff | 7.213 | 8.713 | 1.500 | 0.0330
71714.tiff | 8.786 | 6.284 | 2.501 | 0.0330
69864.tiff | 27.963 | 27.950 | 0.013 | 0.0330
70154.tiff | 46.473 | 46.800 | 0.327 | 0.0330
73566.tiff | 8.965 | 10.131 | 1.166 | 0.0330
74116.tiff | 33.343 | 30.797 | 2.547 | 0.0330
66489.tiff | 36.650 | 38.011 | 1.361 | 0.0330
69512.tiff | 1.616 | 4.191 | 2.575 | 0.0330
72189.tiff | 33.303 | 36.413 | 3.110 | 0.0330
67056.tiff | 14.042 | 12.459 | 1.583 | 0.0330
71934.tiff | 24.454 | 28.033 | 3.578 | 0.0330
72678.tiff | 7.337 | 7.477 | 0.140 | 0.0330
71763.tiff | 10.975 | 14.659 | 3.684 | 0.0330
73161.tiff | 43.237 | 43.799 | 0.561 | 0.0330
75022.tiff | 40.832 | 44.584 | 3.753 | 0.0330
69399.tiff | 7.071 | 6.746 | 0.326 | 0.0330
67329.tiff | 5.563 | 4.992 | 0.571 | 0.0330
67964.tiff | 42.367 | 47.655 | 5.288 | 0.0330
70791.tiff | 8.045 | 7.860 | 0.185 | 0.0330
66438.tiff | 40.946 | 43.436 | 2.490 | 0.0330
66234.tiff | 56.904 | 57.119 | 0.215 | 0.0330
65186.tiff | 6.207 | 5.049 | 1.158 | 0.0330
68609.tiff | 15.714 | 15.153 | 0.561 | 0.0330
67460.tiff | 4.449 | 6.029 | 1.581 | 0.0330
66298.tiff | 52.261 | 54.384 | 2.123 | 0.0330
70630.tiff | 6.727 | 7.922 | 1.195 | 0.0330
70730.tiff | 1.645 | 3.763 | 2.118 | 0.0330
69185.tiff | 23.383 | 21.342 | 2.041 | 0.0330
68406.tiff | 32.770 | 34.497 | 1.727 | 0.0330
67565.tiff | 12.536 | 13.394 | 0.859 | 0.0330
68937.tiff | 11.576 | 14.570 | 2.994 | 0.0330
65382.tiff | 8.992 | 9.929 | 0.936 | 0.0330
71805.tiff | 14.203 | 17.860 | 3.657 | 0.0330
66156.tiff | 63.400 | 63.920 | 0.520 | 0.0330
76126.tiff | 30.026 | 24.083 | 5.943 | 0.0330
68232.tiff | 46.771 | 51.350 | 4.580 | 0.0330
76159.tiff | 31.989 | 69.040 | 37.051 | 0.0330
66254.tiff | 55.218 | 55.445 | 0.227 | 0.0330
76053.tiff | 24.391 | 17.962 | 6.429 | 0.0330
71691.tiff | 7.012 | 4.967 | 2.045 | 0.0330
73877.tiff | 14.943 | 13.073 | 1.870 | 0.0330
70732.tiff | 1.838 | 3.816 | 1.978 | 0.0330
72136.tiff | 37.722 | 41.360 | 3.639 | 0.0330
70679.tiff | 2.665 | 4.670 | 2.005 | 0.0330
70295.tiff | 34.232 | 38.052 | 3.820 | 0.0330
75750.tiff | 1.001 | 4.312 | 3.311 | 0.0330
67865.tiff | 34.783 | 41.237 | 6.454 | 0.0330
67517.tiff | 8.813 | 10.199 | 1.387 | 0.0330
72900.tiff | 25.738 | 25.533 | 0.205 | 0.0330
75713.tiff | 1.832 | 6.383 | 4.551 | 0.0330
65531.tiff | 19.470 | 19.578 | 0.109 | 0.0330
70432.tiff | 23.113 | 25.430 | 2.317 | 0.0330
67185.tiff | 16.636 | 15.065 | 1.571 | 0.0330
76061.tiff | 25.130 | 18.464 | 6.665 | 0.0330
67475.tiff | 5.611 | 7.220 | 1.609 | 0.0330
73800.tiff | 9.047 | 7.457 | 1.590 | 0.0330
73376.tiff | 24.005 | 23.404 | 0.601 | 0.0330
70255.tiff | 37.533 | 41.606 | 4.073 | 0.0330
69774.tiff | 20.998 | 20.777 | 0.220 | 0.0330
75553.tiff | 14.249 | 18.093 | 3.844 | 0.0330
65145.tiff | 7.668 | 9.946 | 2.278 | 0.0330
68650.tiff | 12.340 | 11.893 | 0.447 | 0.0330
69686.tiff | 14.336 | 14.382 | 0.046 | 0.0330
67192.tiff | 16.061 | 14.559 | 1.502 | 0.0330
74103.tiff | 32.390 | 29.806 | 2.585 | 0.0330
73139.tiff | 44.918 | 44.397 | 0.521 | 0.0330
67472.tiff | 5.355 | 6.915 | 1.560 | 0.0330
74629.tiff | 8.299 | 13.062 | 4.763 | 0.0330
74446.tiff | 6.923 | 3.827 | 3.097 | 0.0330
75783.tiff | 3.553 | 3.351 | 0.202 | 0.0330
67158.tiff | 18.633 | 16.387 | 2.247 | 0.0330
65789.tiff | 38.954 | 40.706 | 1.752 | 0.0330
67151.tiff | 19.141 | 16.887 | 2.253 | 0.0330
69337.tiff | 11.744 | 11.481 | 0.263 | 0.0330
69650.tiff | 11.536 | 11.744 | 0.209 | 0.0330
68974.tiff | 14.866 | 13.438 | 1.429 | 0.0330
67031.tiff | 11.937 | 10.469 | 1.468 | 0.0330
72018.tiff | 30.909 | 34.400 | 3.492 | 0.0330
69093.tiff | 24.700 | 22.317 | 2.383 | 0.0330
68949.tiff | 12.598 | 15.339 | 2.741 | 0.0330
65432.tiff | 11.895 | 12.664 | 0.769 | 0.0330
71570.tiff | 2.383 | 5.567 | 3.183 | 0.0330
66781.tiff | 12.115 | 11.544 | 0.571 | 0.0330
75288.tiff | 35.330 | 39.536 | 4.206 | 0.0330
72299.tiff | 24.186 | 26.339 | 2.153 | 0.0330
69886.tiff | 29.612 | 29.995 | 0.383 | 0.0330
65350.tiff | 6.558 | 7.631 | 1.073 | 0.0330
74172.tiff | 30.337 | 26.991 | 3.346 | 0.0330
74117.tiff | 33.422 | 30.984 | 2.438 | 0.0330
72517.tiff | 6.056 | 7.146 | 1.090 | 0.0330
68412.tiff | 32.237 | 33.731 | 1.495 | 0.0330
68681.tiff | 9.712 | 9.249 | 0.463 | 0.0330
72599.tiff | 0.773 | 3.459 | 2.686 | 0.0330
67458.tiff | 4.263 | 6.124 | 1.861 | 0.0330
72508.tiff | 6.793 | 7.777 | 0.984 | 0.0330
67681.tiff | 20.410 | 24.840 | 4.430 | 0.0330
73779.tiff | 7.480 | 6.159 | 1.321 | 0.0330
70326.tiff | 31.644 | 35.467 | 3.823 | 0.0330
67393.tiff | 0.692 | 3.674 | 2.982 | 0.0330
65917.tiff | 48.729 | 50.389 | 1.660 | 0.0330
70702.tiff | 0.741 | 3.888 | 3.147 | 0.0330
74561.tiff | 2.708 | 7.436 | 4.728 | 0.0330
66617.tiff | 25.951 | 24.797 | 1.154 | 0.0330
74932.tiff | 33.304 | 40.582 | 7.277 | 0.0330
66834.tiff | 7.669 | 6.862 | 0.807 | 0.0330
68603.tiff | 16.283 | 15.490 | 0.793 | 0.0330
75442.tiff | 22.767 | 25.833 | 3.065 | 0.0330
67453.tiff | 3.891 | 5.911 | 2.020 | 0.0330
73108.tiff | 43.063 | 43.744 | 0.681 | 0.0330
65783.tiff | 38.521 | 40.187 | 1.666 | 0.0330
68032.tiff | 47.568 | 53.053 | 5.485 | 0.0330
66157.tiff | 63.428 | 64.123 | 0.695 | 0.0330
66537.tiff | 32.705 | 32.706 | 0.001 | 0.0330
68252.tiff | 45.105 | 49.583 | 4.478 | 0.0330
68127.tiff | 54.771 | 59.334 | 4.563 | 0.0330
67484.tiff | 6.265 | 7.846 | 1.581 | 0.0330
73743.tiff | 4.657 | 4.041 | 0.616 | 0.0330
67240.tiff | 12.434 | 11.550 | 0.884 | 0.0330
70581.tiff | 10.829 | 12.018 | 1.189 | 0.0330
74427.tiff | 8.492 | 5.042 | 3.450 | 0.0330
71180.tiff | 32.417 | 33.259 | 0.842 | 0.0330
70737.tiff | 2.196 | 3.916 | 1.721 | 0.0330
71339.tiff | 20.224 | 21.386 | 1.163 | 0.0330
72145.tiff | 36.942 | 40.494 | 3.553 | 0.0330
67817.tiff | 31.132 | 37.338 | 6.205 | 0.0330
68044.tiff | 48.458 | 53.979 | 5.521 | 0.0330
67326.tiff | 5.810 | 5.408 | 0.402 | 0.0330
75488.tiff | 19.182 | 22.640 | 3.458 | 0.0330
70263.tiff | 36.865 | 40.585 | 3.719 | 0.0330
70435.tiff | 22.912 | 25.235 | 2.323 | 0.0330
75791.tiff | 4.148 | 3.255 | 0.893 | 0.0330
68119.tiff | 54.146 | 58.931 | 4.785 | 0.0330
73052.tiff | 38.352 | 39.200 | 0.848 | 0.0330
68140.tiff | 54.457 | 59.096 | 4.640 | 0.0330
69220.tiff | 20.737 | 19.194 | 1.543 | 0.0330
73149.tiff | 44.096 | 44.430 | 0.333 | 0.0330
66732.tiff | 16.215 | 15.091 | 1.124 | 0.0330
68622.tiff | 14.666 | 13.692 | 0.975 | 0.0330
74823.tiff | 24.329 | 29.748 | 5.419 | 0.0330
70020.tiff | 39.966 | 40.397 | 0.431 | 0.0330
74750.tiff | 18.331 | 23.129 | 4.798 | 0.0330
66871.tiff | 1.533 | 5.459 | 3.925 | 0.0330
69082.tiff | 23.735 | 21.273 | 2.462 | 0.0330
74533.tiff | 0.334 | 5.247 | 4.913 | 0.0330
68895.tiff | 8.062 | 10.715 | 2.653 | 0.0330
70033.tiff | 40.946 | 41.319 | 0.372 | 0.0330
73831.tiff | 11.410 | 9.856 | 1.554 | 0.0330
73492.tiff | 15.021 | 15.886 | 0.865 | 0.0330
70144.tiff | 47.304 | 47.551 | 0.247 | 0.0330
68743.tiff | 4.643 | 4.860 | 0.217 | 0.0330
67108.tiff | 18.476 | 16.004 | 2.472 | 0.0330
70821.tiff | 10.605 | 10.723 | 0.117 | 0.0330
73576.tiff | 8.230 | 9.494 | 1.264 | 0.0330
71827.tiff | 15.887 | 19.804 | 3.918 | 0.0330
76022.tiff | 22.032 | 15.664 | 6.369 | 0.0330
65568.tiff | 22.286 | 22.167 | 0.119 | 0.0330
72811.tiff | 18.304 | 18.261 | 0.044 | 0.0330
73716.tiff | 2.572 | 3.353 | 0.781 | 0.0330
74825.tiff | 24.486 | 29.913 | 5.427 | 0.0330
68653.tiff | 12.093 | 11.610 | 0.483 | 0.0330
65441.tiff | 12.612 | 13.452 | 0.839 | 0.0330
67019.tiff | 10.963 | 9.358 | 1.605 | 0.0330
74534.tiff | 0.420 | 5.323 | 4.904 | 0.0330
74838.tiff | 25.487 | 31.460 | 5.973 | 0.0330
68400.tiff | 33.258 | 35.314 | 2.055 | 0.0330
68207.tiff | 48.831 | 53.767 | 4.936 | 0.0330
69129.tiff | 27.377 | 24.796 | 2.580 | 0.0330
66225.tiff | 57.663 | 57.984 | 0.322 | 0.0330
71311.tiff | 22.334 | 23.095 | 0.761 | 0.0330
69157.tiff | 25.545 | 23.037 | 2.508 | 0.0330
68746.tiff | 4.408 | 4.707 | 0.299 | 0.0330
65037.tiff | 0.154 | 3.544 | 3.391 | 0.0330
69254.tiff | 18.198 | 17.070 | 1.127 | 0.0330
71189.tiff | 31.695 | 32.217 | 0.523 | 0.0330
67856.tiff | 34.102 | 40.360 | 6.258 | 0.0330
68706.tiff | 7.706 | 7.428 | 0.279 | 0.0330
75828.tiff | 7.043 | 3.598 | 3.445 | 0.0330
73073.tiff | 40.143 | 41.038 | 0.895 | 0.0330
71859.tiff | 18.362 | 22.124 | 3.762 | 0.0330
75271.tiff | 36.647 | 40.689 | 4.042 | 0.0330
67368.tiff | 2.601 | 3.698 | 1.098 | 0.0330
68885.tiff | 7.240 | 9.808 | 2.568 | 0.0330
66361.tiff | 47.016 | 49.574 | 2.559 | 0.0330
71129.tiff | 36.238 | 37.827 | 1.589 | 0.0330
65487.tiff | 16.103 | 16.378 | 0.275 | 0.0330
67902.tiff | 37.596 | 43.902 | 6.307 | 0.0330
70240.tiff | 38.770 | 42.781 | 4.012 | 0.0330
72771.tiff | 15.008 | 15.117 | 0.110 | 0.0330
65638.tiff | 27.507 | 27.032 | 0.475 | 0.0330
72087.tiff | 35.194 | 38.707 | 3.513 | 0.0330
67615.tiff | 15.318 | 19.847 | 4.529 | 0.0331
76177.tiff | 31.998 | 69.269 | 37.272 | 0.0330
74033.tiff | 26.940 | 23.712 | 3.228 | 0.0330
74055.tiff | 28.617 | 25.792 | 2.825 | 0.0330
75278.tiff | 36.047 | 40.100 | 4.053 | 0.0330
76276.tiff | 37.711 | 36.021 | 1.690 | 0.0330
67760.tiff | 26.727 | 31.552 | 4.825 | 0.0330
72320.tiff | 22.408 | 24.535 | 2.127 | 0.0330
73656.tiff | 2.108 | 4.420 | 2.312 | 0.0330
65168.tiff | 6.721 | 9.198 | 2.477 | 0.0330
66916.tiff | 2.204 | 3.478 | 1.274 | 0.0330
70958.tiff | 22.041 | 21.794 | 0.247 | 0.0330
70199.tiff | 42.738 | 42.682 | 0.056 | 0.0330
74232.tiff | 25.408 | 21.621 | 3.787 | 0.0330
71244.tiff | 27.525 | 27.897 | 0.372 | 0.0330
71071.tiff | 31.512 | 31.180 | 0.332 | 0.0330
65802.tiff | 39.977 | 42.181 | 2.204 | 0.0330
67139.tiff | 20.093 | 17.646 | 2.447 | 0.0330
71276.tiff | 25.034 | 25.501 | 0.467 | 0.0330
73643.tiff | 3.038 | 4.812 | 1.773 | 0.0330
65743.tiff | 35.472 | 36.590 | 1.118 | 0.0330
72294.tiff | 24.583 | 26.935 | 2.352 | 0.0330
73251.tiff | 36.261 | 38.398 | 2.137 | 0.0330
73822.tiff | 10.746 | 9.141 | 1.606 | 0.0330
76167.tiff | 31.987 | 69.148 | 37.161 | 0.0330
75576.tiff | 12.365 | 16.225 | 3.860 | 0.0330
68370.tiff | 35.746 | 38.322 | 2.576 | 0.0330
72732.tiff | 11.845 | 11.957 | 0.113 | 0.0330
70152.tiff | 46.605 | 46.915 | 0.310 | 0.0330
65716.tiff | 33.408 | 33.782 | 0.374 | 0.0330
70921.tiff | 18.946 | 18.805 | 0.141 | 0.0330
69897.tiff | 30.456 | 31.039 | 0.584 | 0.0330
74773.tiff | 20.176 | 24.893 | 4.718 | 0.0330
69542.tiff | 3.300 | 5.015 | 1.715 | 0.0330
75500.tiff | 18.335 | 21.864 | 3.529 | 0.0330
73159.tiff | 43.311 | 43.592 | 0.281 | 0.0330
67090.tiff | 16.964 | 14.992 | 1.972 | 0.0330
71664.tiff | 4.910 | 3.869 | 1.041 | 0.0330
73230.tiff | 37.848 | 39.728 | 1.880 | 0.0330
73388.tiff | 23.089 | 22.510 | 0.579 | 0.0330
69111.tiff | 26.194 | 23.582 | 2.612 | 0.0330
66835.tiff | 7.536 | 6.864 | 0.672 | 0.0330
74934.tiff | 33.513 | 40.831 | 7.318 | 0.0330
73545.tiff | 10.938 | 11.979 | 1.041 | 0.0330
74695.tiff | 13.822 | 18.501 | 4.679 | 0.0330
73340.tiff | 27.405 | 32.161 | 4.755 | 0.0330
69033.tiff | 19.739 | 17.790 | 1.948 | 0.0330
72067.tiff | 34.150 | 37.825 | 3.675 | 0.0330
67578.tiff | 13.486 | 14.338 | 0.852 | 0.0330
76163.tiff | 32.002 | 69.320 | 37.318 | 0.0330
71055.tiff | 30.079 | 29.378 | 0.701 | 0.0330
66887.tiff | 0.165 | 4.416 | 4.250 | 0.0330
65024.tiff | 0.992 | 2.969 | 1.977 | 0.0330
71662.tiff | 4.780 | 3.865 | 0.914 | 0.0330
71926.tiff | 23.861 | 27.344 | 3.483 | 0.0330
66310.tiff | 51.288 | 53.323 | 2.036 | 0.0330
70129.tiff | 48.439 | 48.648 | 0.209 | 0.0330
65790.tiff | 39.026 | 40.658 | 1.632 | 0.0330
75741.tiff | 0.330 | 4.715 | 4.385 | 0.0330
75982.tiff | 18.983 | 12.554 | 6.429 | 0.0330
68448.tiff | 29.255 | 29.695 | 0.440 | 0.0330
76257.tiff | 36.413 | 24.879 | 11.534 | 0.0330
72673.tiff | 6.880 | 7.171 | 0.291 | 0.0330
74069.tiff | 29.681 | 26.451 | 3.230 | 0.0330
71538.tiff | 4.846 | 7.249 | 2.402 | 0.0330
67587.tiff | 14.160 | 14.901 | 0.741 | 0.0330
66958.tiff | 5.785 | 4.307 | 1.478 | 0.0330
75799.tiff | 4.791 | 3.245 | 1.546 | 0.0330
69056.tiff | 21.613 | 19.341 | 2.272 | 0.0330
72830.tiff | 19.919 | 19.725 | 0.194 | 0.0330
68438.tiff | 30.054 | 31.066 | 1.012 | 0.0330
70518.tiff | 16.090 | 17.486 | 1.396 | 0.0330
70322.tiff | 31.991 | 35.710 | 3.719 | 0.0330
73505.tiff | 14.105 | 14.945 | 0.840 | 0.0330
73886.tiff | 15.721 | 13.595 | 2.126 | 0.0330
73615.tiff | 5.269 | 6.680 | 1.411 | 0.0330
76239.tiff | 34.179 | 25.139 | 9.040 | 0.0330
73930.tiff | 19.035 | 16.765 | 2.270 | 0.0330
72259.tiff | 27.513 | 29.516 | 2.003 | 0.0331
71099.tiff | 33.764 | 34.648 | 0.883 | 0.0331
74523.tiff | 0.541 | 4.545 | 4.004 | 0.0330
68690.tiff | 9.021 | 8.593 | 0.429 | 0.0330
73375.tiff | 24.085 | 23.412 | 0.673 | 0.0330
71996.tiff | 29.225 | 32.555 | 3.330 | 0.0330
75834.tiff | 7.526 | 3.899 | 3.627 | 0.0330
69666.tiff | 12.769 | 12.800 | 0.031 | 0.0330
68413.tiff | 32.176 | 33.858 | 1.682 | 0.0330
74119.tiff | 33.624 | 31.267 | 2.356 | 0.0330
71878.tiff | 19.758 | 23.514 | 3.757 | 0.0330
66311.tiff | 51.210 | 53.025 | 1.814 | 0.0330
74794.tiff | 21.938 | 26.612 | 4.674 | 0.0330
67752.tiff | 26.144 | 30.963 | 4.819 | 0.0330
69194.tiff | 22.709 | 20.761 | 1.948 | 0.0330
73522.tiff | 12.766 | 13.898 | 1.132 | 0.0330
73714.tiff | 2.406 | 3.255 | 0.849 | 0.0330
76241.tiff | 34.024 | 24.773 | 9.251 | 0.0330
68089.tiff | 51.875 | 57.281 | 5.406 | 0.0330
72600.tiff | 0.844 | 3.339 | 2.495 | 0.0330
72800.tiff | 17.411 | 17.391 | 0.019 | 0.0330
66316.tiff | 50.754 | 52.716 | 1.961 | 0.0330
74791.tiff | 21.677 | 26.326 | 4.649 | 0.0330
76039.tiff | 23.366 | 17.018 | 6.348 | 0.0330
67316.tiff | 6.524 | 5.953 | 0.571 | 0.0330
68870.tiff | 5.976 | 8.418 | 2.441 | 0.0330
74896.tiff | 30.306 | 37.783 | 7.477 | 0.0330
66340.tiff | 48.730 | 51.033 | 2.303 | 0.0330
70035.tiff | 41.079 | 41.253 | 0.173 | 0.0330
65739.tiff | 35.192 | 36.016 | 0.824 | 0.0330
65966.tiff | 52.438 | 53.516 | 1.077 | 0.0330
65253.tiff | 0.848 | 2.648 | 1.800 | 0.0330
72937.tiff | 28.836 | 29.075 | 0.239 | 0.0330
67099.tiff | 17.717 | 15.438 | 2.279 | 0.0330
65873.tiff | 45.287 | 47.425 | 2.138 | 0.0330
67763.tiff | 26.990 | 32.083 | 5.093 | 0.0330
70175.tiff | 44.679 | 44.817 | 0.139 | 0.0330
68003.tiff | 45.272 | 50.384 | 5.112 | 0.0330
75651.tiff | 6.606 | 11.111 | 4.505 | 0.0330
74204.tiff | 27.697 | 24.244 | 3.454 | 0.0330
70740.tiff | 2.465 | 3.945 | 1.480 | 0.0330
70158.tiff | 46.145 | 46.486 | 0.341 | 0.0330
68282.tiff | 42.579 | 46.896 | 4.317 | 0.0330
74841.tiff | 25.803 | 31.749 | 5.946 | 0.0330
73984.tiff | 23.163 | 20.786 | 2.377 | 0.0330
68747.tiff | 4.301 | 4.638 | 0.337 | 0.0330
73579.tiff | 8.061 | 9.424 | 1.363 | 0.0330
72773.tiff | 15.229 | 15.275 | 0.046 | 0.0330
72403.tiff | 15.492 | 16.975 | 1.483 | 0.0330
68095.tiff | 52.324 | 57.512 | 5.187 | 0.0330
68147.tiff | 53.894 | 58.510 | 4.615 | 0.0330
76086.tiff | 27.014 | 20.468 | 6.547 | 0.0330
65448.tiff | 13.146 | 13.882 | 0.735 | 0.0330
68998.tiff | 16.857 | 15.247 | 1.610 | 0.0330
65057.tiff | 1.855 | 4.791 | 2.936 | 0.0330
73613.tiff | 5.369 | 6.707 | 1.338 | 0.0330
68070.tiff | 50.393 | 55.889 | 5.496 | 0.0330
65477.tiff | 15.334 | 15.704 | 0.370 | 0.0330
67877.tiff | 35.735 | 42.089 | 6.354 | 0.0330
71265.tiff | 25.872 | 26.542 | 0.670 | 0.0330
70512.tiff | 16.565 | 17.920 | 1.355 | 0.0330
72597.tiff | 0.584 | 3.417 | 2.834 | 0.0330
68489.tiff | 25.722 | 25.548 | 0.174 | 0.0330
71856.tiff | 18.130 | 21.845 | 3.715 | 0.0330
70201.tiff | 42.610 | 42.668 | 0.058 | 0.0330
65751.tiff | 36.078 | 37.428 | 1.350 | 0.0330
69848.tiff | 26.677 | 26.567 | 0.110 | 0.0330
70557.tiff | 12.826 | 14.017 | 1.191 | 0.0330
65377.tiff | 8.604 | 9.681 | 1.077 | 0.0330
70336.tiff | 30.724 | 34.449 | 3.725 | 0.0330
71111.tiff | 34.831 | 35.912 | 1.081 | 0.0330
72952.tiff | 30.088 | 30.276 | 0.188 | 0.0330
67629.tiff | 16.367 | 20.861 | 4.493 | 0.0330
73548.tiff | 10.747 | 11.926 | 1.179 | 0.0330
76293.tiff | 38.820 | 35.051 | 3.769 | 0.0330
70422.tiff | 23.584 | 25.900 | 2.316 | 0.0330
72741.tiff | 12.599 | 12.896 | 0.297 | 0.0330
72818.tiff | 18.899 | 18.853 | 0.046 | 0.0330
69217.tiff | 20.957 | 19.288 | 1.669 | 0.0330
70200.tiff | 42.645 | 42.399 | 0.246 | 0.0330
71502.tiff | 7.633 | 9.740 | 2.108 | 0.0330
69394.tiff | 7.436 | 7.180 | 0.256 | 0.0330
75777.tiff | 3.097 | 3.369 | 0.272 | 0.0330
74450.tiff | 6.570 | 3.793 | 2.777 | 0.0330
75381.tiff | 27.753 | 31.345 | 3.592 | 0.0330
70028.tiff | 40.543 | 41.016 | 0.473 | 0.0330
75980.tiff | 18.803 | 12.770 | 6.033 | 0.0330
72382.tiff | 17.304 | 19.003 | 1.699 | 0.0330
65228.tiff | 2.744 | 2.915 | 0.171 | 0.0330
69875.tiff | 28.807 | 29.004 | 0.197 | 0.0330
67318.tiff | 6.447 | 5.991 | 0.456 | 0.0330
70787.tiff | 6.837 | 6.906 | 0.070 | 0.0330
73662.tiff | 1.572 | 4.072 | 2.500 | 0.0330
66509.tiff | 35.044 | 36.217 | 1.173 | 0.0330
71625.tiff | 1.895 | 3.434 | 1.539 | 0.0330
75559.tiff | 13.704 | 17.508 | 3.804 | 0.0330
66685.tiff | 20.185 | 18.868 | 1.317 | 0.0330
65500.tiff | 17.048 | 17.209 | 0.162 | 0.0330
75499.tiff | 18.359 | 22.014 | 3.655 | 0.0330
73086.tiff | 41.273 | 41.905 | 0.633 | 0.0330
66878.tiff | 0.911 | 4.947 | 4.036 | 0.0330
75033.tiff | 41.353 | 44.851 | 3.498 | 0.0330
65514.tiff | 18.135 | 18.276 | 0.141 | 0.0330
70925.tiff | 19.289 | 19.228 | 0.061 | 0.0330
67593.tiff | 14.550 | 15.080 | 0.531 | 0.0330
73751.tiff | 5.240 | 4.460 | 0.780 | 0.0330
71259.tiff | 26.292 | 26.623 | 0.331 | 0.0330
69900.tiff | 30.706 | 31.472 | 0.765 | 0.0330
65475.tiff | 15.216 | 15.677 | 0.461 | 0.0330
70653.tiff | 4.823 | 6.320 | 1.497 | 0.0330
76227.tiff | 31.994 | 69.028 | 37.034 | 0.0330
72461.tiff | 10.618 | 12.080 | 1.461 | 0.0330
67612.tiff | 15.055 | 19.758 | 4.703 | 0.0330
65481.tiff | 15.667 | 16.193 | 0.526 | 0.0330
74953.tiff | 35.101 | 41.848 | 6.747 | 0.0330
69246.tiff | 18.766 | 17.589 | 1.177 | 0.0330
72960.tiff | 30.693 | 31.282 | 0.589 | 0.0330
69272.tiff | 16.710 | 15.993 | 0.717 | 0.0330
74532.tiff | 0.243 | 5.152 | 4.909 | 0.0330
72268.tiff | 26.736 | 28.997 | 2.261 | 0.0330
71724.tiff | 8.912 | 6.214 | 2.698 | 0.0330
71102.tiff | 34.027 | 35.061 | 1.034 | 0.0330
66350.tiff | 47.926 | 50.348 | 2.422 | 0.0330
68465.tiff | 27.730 | 27.582 | 0.148 | 0.0330
69100.tiff | 25.258 | 22.770 | 2.489 | 0.0330
67488.tiff | 6.593 | 8.146 | 1.553 | 0.0330
73380.tiff | 23.729 | 23.025 | 0.704 | 0.0330
72705.tiff | 9.557 | 9.846 | 0.288 | 0.0330
74649.tiff | 9.943 | 14.705 | 4.763 | 0.0330
